2026-04-11 20:21:40.686860: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
E0000 00:00:1775938900.708604    9150 cuda_dnn.cc:8579] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
E0000 00:00:1775938900.717085    9150 cuda_blas.cc:1407] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
W0000 00:00:1775938900.734410    9150 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1775938900.734443    9150 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1775938900.734513    9150 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1775938900.734544    9150 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
Starting 3m MAPPO Baseline...
Step  1196032 | Return:       1.67 | Win Rate:  0.71 | Loss:     0.0210 | Ent:   0.1121 | GradN(actor/critic):   0.1971/  0.1953 | pair_cos(all/ff/nff):  0.5614/ 0.5860/ 0.5432 | ff_frac: 0.4268
Step  1212416 | Return:       1.67 | Win Rate:  0.71 | Loss:     0.0214 | Ent:   0.1118 | GradN(actor/critic):   0.1537/  0.3156 | pair_cos(all/ff/nff):  0.5677/ 0.5844/ 0.5548 | ff_frac: 0.4363
Step  1228800 | Return:       1.70 | Win Rate:  0.74 | Loss:     0.0210 | Ent:   0.1078 | GradN(actor/critic):   0.2105/  0.3320 | pair_cos(all/ff/nff):  0.5695/ 0.5873/ 0.5553 | ff_frac: 0.4453
Step  1245184 | Return:       1.70 | Win Rate:  0.74 | Loss:     0.0212 | Ent:   0.1023 | GradN(actor/critic):   0.1254/  0.3413 | pair_cos(all/ff/nff):  0.5685/ 0.5881/ 0.5532 | ff_frac: 0.4384
Step  1261568 | Return:       1.68 | Win Rate:  0.72 | Loss:     0.0208 | Ent:   0.1041 | GradN(actor/critic):   0.1280/  0.3561 | pair_cos(all/ff/nff):  0.5738/ 0.5937/ 0.5580 | ff_frac: 0.4422
Step  1277952 | Return:       1.67 | Win Rate:  0.71 | Loss:     0.0218 | Ent:   0.0983 | GradN(actor/critic):   0.1011/  0.4960 | pair_cos(all/ff/nff):  0.5813/ 0.5961/ 0.5697 | ff_frac: 0.4415
Step  1294336 | Return:       1.67 | Win Rate:  0.71 | Loss:     0.0216 | Ent:   0.1026 | GradN(actor/critic):   0.1235/  0.3715 | pair_cos(all/ff/nff):  0.5792/ 0.5914/ 0.5698 | ff_frac: 0.4338
Step  1310720 | Return:       1.69 | Win Rate:  0.73 | Loss:     0.0222 | Ent:   0.0990 | GradN(actor/critic):   0.1060/  0.4486 | pair_cos(all/ff/nff):  0.5800/ 0.5928/ 0.5699 | ff_frac: 0.4417
Step  1327104 | Return:       1.68 | Win Rate:  0.72 | Loss:     0.0218 | Ent:   0.1012 | GradN(actor/critic):   0.1198/  0.3689 | pair_cos(all/ff/nff):  0.5846/ 0.6007/ 0.5721 | ff_frac: 0.4398
Step  1343488 | Return:       1.69 | Win Rate:  0.73 | Loss:     0.0219 | Ent:   0.1021 | GradN(actor/critic):   0.1044/  0.4447 | pair_cos(all/ff/nff):  0.5808/ 0.6022/ 0.5644 | ff_frac: 0.4351
Step  1359872 | Return:       1.69 | Win Rate:  0.73 | Loss:     0.0204 | Ent:   0.1005 | GradN(actor/critic):   0.1532/  0.1868 | pair_cos(all/ff/nff):  0.5749/ 0.5906/ 0.5625 | ff_frac: 0.4420
Step  1376256 | Return:       1.68 | Win Rate:  0.72 | Loss:     0.0222 | Ent:   0.0968 | GradN(actor/critic):   0.1304/  0.4452 | pair_cos(all/ff/nff):  0.5751/ 0.5938/ 0.5605 | ff_frac: 0.4386
Step  1392640 | Return:       1.69 | Win Rate:  0.72 | Loss:     0.0220 | Ent:   0.0961 | GradN(actor/critic):   0.1347/  0.2903 | pair_cos(all/ff/nff):  0.5764/ 0.5944/ 0.5624 | ff_frac: 0.4380
Step  1409024 | Return:       1.66 | Win Rate:  0.70 | Loss:     0.0224 | Ent:   0.0995 | GradN(actor/critic):   0.1567/  0.3629 | pair_cos(all/ff/nff):  0.5810/ 0.6000/ 0.5665 | ff_frac: 0.4351
Step  1425408 | Return:       1.68 | Win Rate:  0.72 | Loss:     0.0215 | Ent:   0.0978 | GradN(actor/critic):   0.1518/  0.3956 | pair_cos(all/ff/nff):  0.5751/ 0.5942/ 0.5601 | ff_frac: 0.4398
Step  1441792 | Return:       1.69 | Win Rate:  0.73 | Loss:     0.0214 | Ent:   0.0986 | GradN(actor/critic):   0.1440/  0.3027 | pair_cos(all/ff/nff):  0.5757/ 0.5939/ 0.5615 | ff_frac: 0.4369
Step  1458176 | Return:       1.69 | Win Rate:  0.73 | Loss:     0.0217 | Ent:   0.0997 | GradN(actor/critic):   0.1603/  0.2908 | pair_cos(all/ff/nff):  0.5803/ 0.5980/ 0.5662 | ff_frac: 0.4431
